nct_id,intervention_type,term,tokenizer,token_count,fragmentation_score
NCT00744146,BIOLOGICAL,intramuscular,clinicalbert,3,3.0
NCT04489888,DRUG,pembrolizumab,bert-base-uncased,6,6.0
NCT04489888,DRUG,pembrolizumab,roberta-base,6,6.0
NCT04489888,DRUG,pembrolizumab,clinicalbert,6,6.0
NCT00410488,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00410488,DRUG,chemotherapy,roberta-base,3,3.0
NCT00410488,DRUG,chemotherapy,clinicalbert,4,4.0
NCT01324388,DRUG,lisinopril,bert-base-uncased,4,4.0
NCT01324388,DRUG,lisinopril,roberta-base,4,4.0
NCT01324388,DRUG,lisinopril,clinicalbert,4,4.0
NCT06092788,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT06092788,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT06092788,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT03744403,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT03744403,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT03744403,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT03744403,DRUG,dose-escalation,bert-base-uncased,5,5.0
NCT03744403,DRUG,dose-escalation,roberta-base,4,4.0
NCT03744403,DRUG,dose-escalation,clinicalbert,4,4.0
NCT02756403,DRUG,azithromycin,bert-base-uncased,5,5.0
NCT02756403,DRUG,azithromycin,roberta-base,4,4.0
NCT02756403,DRUG,azithromycin,clinicalbert,5,5.0
NCT02756403,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT02756403,DRUG,randomized controlled,roberta-base,3,1.5
NCT02756403,DRUG,randomized controlled,clinicalbert,3,1.5
NCT01949103,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01949103,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01949103,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT03224403,DRUG,acetaminophen,bert-base-uncased,5,5.0
NCT03224403,DRUG,acetaminophen,roberta-base,3,3.0
NCT03224403,DRUG,acetaminophen,clinicalbert,4,4.0
NCT03224403,DRUG,ibuprofen,bert-base-uncased,4,4.0
NCT03224403,DRUG,ibuprofen,roberta-base,4,4.0
NCT03224403,DRUG,ibuprofen,clinicalbert,3,3.0
NCT02582242,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT02582242,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT02582242,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT03666442,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT03666442,DRUG,chemotherapy,roberta-base,3,3.0
NCT03666442,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00924170,DRUG,cyclophosphamide,bert-base-uncased,6,6.0
NCT00924170,DRUG,cyclophosphamide,roberta-base,4,4.0
NCT00924170,DRUG,cyclophosphamide,clinicalbert,7,7.0
NCT00924170,DRUG,alemtuzumab,bert-base-uncased,5,5.0
NCT00924170,DRUG,alemtuzumab,roberta-base,6,6.0
NCT00924170,DRUG,alemtuzumab,clinicalbert,5,5.0
NCT00924170,DRUG,daclizumab,bert-base-uncased,5,5.0
NCT00924170,DRUG,daclizumab,roberta-base,5,5.0
NCT00924170,DRUG,daclizumab,clinicalbert,5,5.0
NCT00924170,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00924170,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00924170,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00924170,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00924170,DRUG,chemotherapy,roberta-base,3,3.0
NCT00924170,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00924170,DRUG,overall survival,bert-base-uncased,2,1.0
NCT00924170,DRUG,overall survival,roberta-base,3,1.5
NCT00924170,DRUG,overall survival,clinicalbert,2,1.0
NCT00924170,DRUG,differentiation,bert-base-uncased,1,1.0
NCT00924170,DRUG,differentiation,roberta-base,2,2.0
NCT00924170,DRUG,differentiation,clinicalbert,2,2.0
NCT00924170,DRUG,interleukin,bert-base-uncased,4,4.0
NCT00924170,DRUG,interleukin,roberta-base,4,4.0
NCT00924170,DRUG,interleukin,clinicalbert,3,3.0
NCT00924170,DRUG,neutrophil,bert-base-uncased,4,4.0
NCT00924170,DRUG,neutrophil,roberta-base,4,4.0
NCT00924170,DRUG,neutrophil,clinicalbert,4,4.0
NCT00924170,DRUG,intravenous,bert-base-uncased,3,3.0
NCT00924170,DRUG,intravenous,roberta-base,4,4.0
NCT00924170,DRUG,intravenous,clinicalbert,3,3.0
NCT02775773,DRUG,intravenous,bert-base-uncased,3,3.0
NCT02775773,DRUG,intravenous,roberta-base,4,4.0
NCT02775773,DRUG,intravenous,clinicalbert,3,3.0
NCT03141073,DRUG,metformin,bert-base-uncased,3,3.0
NCT03141073,DRUG,metformin,roberta-base,3,3.0
NCT03141073,DRUG,metformin,clinicalbert,3,3.0
NCT07229469,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT07229469,DRUG,randomized controlled,roberta-base,3,1.5
NCT07229469,DRUG,randomized controlled,clinicalbert,3,1.5
NCT03263715,DRUG,tocilizumab,bert-base-uncased,6,6.0
NCT03263715,DRUG,tocilizumab,roberta-base,5,5.0
NCT03263715,DRUG,tocilizumab,clinicalbert,4,4.0
NCT00049517,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00049517,DRUG,chemotherapy,roberta-base,3,3.0
NCT00049517,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00003540,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00003540,DRUG,chemotherapy,roberta-base,3,3.0
NCT00003540,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00004889,BIOLOGICAL,rituximab,bert-base-uncased,5,5.0
NCT00004889,BIOLOGICAL,rituximab,roberta-base,4,4.0
NCT00004889,BIOLOGICAL,rituximab,clinicalbert,4,4.0
NCT02222168,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02222168,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02222168,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT04509674,DRUG,myocardial infarction,bert-base-uncased,6,3.0
NCT04509674,DRUG,myocardial infarction,roberta-base,6,3.0
NCT04509674,DRUG,myocardial infarction,clinicalbert,7,3.5
NCT04509674,DRUG,heart failure,bert-base-uncased,2,1.0
NCT04509674,DRUG,heart failure,roberta-base,2,1.0
NCT04509674,DRUG,heart failure,clinicalbert,2,1.0
NCT04509674,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT04509674,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT04509674,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT02845713,DRUG,ivermectin,bert-base-uncased,5,5.0
NCT02845713,DRUG,ivermectin,roberta-base,4,4.0
NCT02845713,DRUG,ivermectin,clinicalbert,5,5.0
NCT03715413,DRUG,tamoxifen,bert-base-uncased,4,4.0
NCT03715413,DRUG,tamoxifen,roberta-base,5,5.0
NCT03715413,DRUG,tamoxifen,clinicalbert,3,3.0
NCT00095524,DRUG,aripiprazole,bert-base-uncased,5,5.0
NCT00095524,DRUG,aripiprazole,roberta-base,5,5.0
NCT00095524,DRUG,aripiprazole,clinicalbert,5,5.0
NCT00095524,DRUG,olanzapine,bert-base-uncased,3,3.0
NCT00095524,DRUG,olanzapine,roberta-base,4,4.0
NCT00095524,DRUG,olanzapine,clinicalbert,3,3.0
NCT02215759,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02215759,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02215759,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00696059,DRUG,adalimumab,bert-base-uncased,4,4.0
NCT00696059,DRUG,adalimumab,roberta-base,3,3.0
NCT00696059,DRUG,adalimumab,clinicalbert,4,4.0
NCT06319859,DRUG,intrathecal,bert-base-uncased,3,3.0
NCT06319859,DRUG,intrathecal,roberta-base,4,4.0
NCT06319859,DRUG,intrathecal,clinicalbert,3,3.0
NCT01697059,DRUG,intravenous,bert-base-uncased,3,3.0
NCT01697059,DRUG,intravenous,roberta-base,4,4.0
NCT01697059,DRUG,intravenous,clinicalbert,3,3.0
NCT02877979,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02877979,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02877979,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT02819479,DRUG,bevacizumab,bert-base-uncased,5,5.0
NCT02819479,DRUG,bevacizumab,roberta-base,6,6.0
NCT02819479,DRUG,bevacizumab,clinicalbert,5,5.0
NCT03187496,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT03187496,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT03187496,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT05286346,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT05286346,DRUG,monotherapy,roberta-base,2,2.0
NCT05286346,DRUG,monotherapy,clinicalbert,4,4.0
NCT02307227,DRUG,trastuzumab,bert-base-uncased,5,5.0
NCT02307227,DRUG,trastuzumab,roberta-base,5,5.0
NCT02307227,DRUG,trastuzumab,clinicalbert,4,4.0
NCT01160861,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01160861,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01160861,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT07140627,DRUG,intravenous,bert-base-uncased,3,3.0
NCT07140627,DRUG,intravenous,roberta-base,4,4.0
NCT07140627,DRUG,intravenous,clinicalbert,3,3.0
NCT00727961,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT00727961,DRUG,monotherapy,roberta-base,2,2.0
NCT00727961,DRUG,monotherapy,clinicalbert,4,4.0
NCT01031186,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01031186,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01031186,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT02808455,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT02808455,DRUG,bioavailability,roberta-base,3,3.0
NCT02808455,DRUG,bioavailability,clinicalbert,4,4.0
NCT04691726,DRUG,intravenous,bert-base-uncased,3,3.0
NCT04691726,DRUG,intravenous,roberta-base,4,4.0
NCT04691726,DRUG,intravenous,clinicalbert,3,3.0
NCT03174548,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT03174548,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT03174548,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT03174548,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT03174548,DRUG,bioavailability,roberta-base,3,3.0
NCT03174548,DRUG,bioavailability,clinicalbert,4,4.0
NCT00885885,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00885885,DRUG,chemotherapy,roberta-base,3,3.0
NCT00885885,DRUG,chemotherapy,clinicalbert,4,4.0
NCT01969643,DRUG,trastuzumab,bert-base-uncased,5,5.0
NCT01969643,DRUG,trastuzumab,roberta-base,5,5.0
NCT01969643,DRUG,trastuzumab,clinicalbert,4,4.0
NCT00090038,DRUG,rituximab,bert-base-uncased,5,5.0
NCT00090038,DRUG,rituximab,roberta-base,4,4.0
NCT00090038,DRUG,rituximab,clinicalbert,4,4.0
NCT03685448,DRUG,immunotherapy,bert-base-uncased,5,5.0
NCT03685448,DRUG,immunotherapy,roberta-base,3,3.0
NCT03685448,DRUG,immunotherapy,clinicalbert,5,5.0
NCT03685448,DRUG,overall survival,bert-base-uncased,2,1.0
NCT03685448,DRUG,overall survival,roberta-base,3,1.5
NCT03685448,DRUG,overall survival,clinicalbert,2,1.0
NCT03685448,DRUG,progression-free survival,bert-base-uncased,4,2.0
NCT03685448,DRUG,progression-free survival,roberta-base,5,2.5
NCT03685448,DRUG,progression-free survival,clinicalbert,4,2.0
NCT00556049,DRUG,sunitinib,bert-base-uncased,4,4.0
NCT00556049,DRUG,sunitinib,roberta-base,4,4.0
NCT00556049,DRUG,sunitinib,clinicalbert,4,4.0
NCT00556049,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00556049,DRUG,chemotherapy,roberta-base,3,3.0
NCT00556049,DRUG,chemotherapy,clinicalbert,4,4.0
NCT02070549,DRUG,trametinib,bert-base-uncased,4,4.0
NCT02070549,DRUG,trametinib,roberta-base,5,5.0
NCT02070549,DRUG,trametinib,clinicalbert,3,3.0
NCT00104858,DRUG,cyclosporine,bert-base-uncased,5,5.0
NCT00104858,DRUG,cyclosporine,roberta-base,4,4.0
NCT00104858,DRUG,cyclosporine,clinicalbert,5,5.0
NCT00104858,DRUG,mycophenolate,bert-base-uncased,5,5.0
NCT00104858,DRUG,mycophenolate,roberta-base,4,4.0
NCT00104858,DRUG,mycophenolate,clinicalbert,5,5.0
NCT00104858,DRUG,rituximab,bert-base-uncased,5,5.0
NCT00104858,DRUG,rituximab,roberta-base,4,4.0
NCT00104858,DRUG,rituximab,clinicalbert,4,4.0
NCT00104858,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00104858,DRUG,chemotherapy,roberta-base,3,3.0
NCT00104858,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00874848,DRUG,cetuximab,bert-base-uncased,5,5.0
NCT00874848,DRUG,cetuximab,roberta-base,5,5.0
NCT00874848,DRUG,cetuximab,clinicalbert,4,4.0
NCT01539655,DRUG,omeprazole,bert-base-uncased,4,4.0
NCT01539655,DRUG,omeprazole,roberta-base,4,4.0
NCT01539655,DRUG,omeprazole,clinicalbert,4,4.0
NCT01539655,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01539655,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01539655,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT01043926,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01043926,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01043926,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT01764178,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01764178,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01764178,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00231855,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00231855,DRUG,chemotherapy,roberta-base,3,3.0
NCT00231855,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00231855,DRUG,overall survival,bert-base-uncased,2,1.0
NCT00231855,DRUG,overall survival,roberta-base,3,1.5
NCT00231855,DRUG,overall survival,clinicalbert,2,1.0
NCT03988426,BIOLOGICAL,immunoglobulin,bert-base-uncased,6,6.0
NCT03988426,BIOLOGICAL,immunoglobulin,roberta-base,5,5.0
NCT03988426,BIOLOGICAL,immunoglobulin,clinicalbert,5,5.0
NCT03988426,BIOLOGICAL,subcutaneous,bert-base-uncased,3,3.0
NCT03988426,BIOLOGICAL,subcutaneous,roberta-base,3,3.0
NCT03988426,BIOLOGICAL,subcutaneous,clinicalbert,4,4.0
NCT03149848,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT03149848,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT03149848,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT01367626,DRUG,letrozole,bert-base-uncased,4,4.0
NCT01367626,DRUG,letrozole,roberta-base,4,4.0
NCT01367626,DRUG,letrozole,clinicalbert,4,4.0
NCT01367626,DRUG,bioequivalence,bert-base-uncased,5,5.0
NCT01367626,DRUG,bioequivalence,roberta-base,5,5.0
NCT01367626,DRUG,bioequivalence,clinicalbert,4,4.0
NCT03231085,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT03231085,DRUG,bioavailability,roberta-base,3,3.0
NCT03231085,DRUG,bioavailability,clinicalbert,4,4.0
NCT03231085,DRUG,hemoglobin,bert-base-uncased,4,4.0
NCT03231085,DRUG,hemoglobin,roberta-base,2,2.0
NCT03231085,DRUG,hemoglobin,clinicalbert,4,4.0
NCT03771755,DRUG,acetaminophen,bert-base-uncased,5,5.0
NCT03771755,DRUG,acetaminophen,roberta-base,3,3.0
NCT03771755,DRUG,acetaminophen,clinicalbert,4,4.0
NCT03771755,DRUG,ibuprofen,bert-base-uncased,4,4.0
NCT03771755,DRUG,ibuprofen,roberta-base,4,4.0
NCT03771755,DRUG,ibuprofen,clinicalbert,3,3.0
NCT02313155,DRUG,subcutaneous,bert-base-uncased,3,3.0
NCT02313155,DRUG,subcutaneous,roberta-base,3,3.0
NCT02313155,DRUG,subcutaneous,clinicalbert,4,4.0
NCT02313155,DRUG,intramuscular,bert-base-uncased,3,3.0
NCT02313155,DRUG,intramuscular,roberta-base,4,4.0
NCT02313155,DRUG,intramuscular,clinicalbert,3,3.0
NCT00820885,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00820885,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00820885,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00820885,DRUG,subcutaneous,bert-base-uncased,3,3.0
NCT00820885,DRUG,subcutaneous,roberta-base,3,3.0
NCT00820885,DRUG,subcutaneous,clinicalbert,4,4.0
NCT02273843,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT02273843,DRUG,randomized controlled,roberta-base,3,1.5
NCT02273843,DRUG,randomized controlled,clinicalbert,3,1.5
NCT02273843,DRUG,interleukin,bert-base-uncased,4,4.0
NCT02273843,DRUG,interleukin,roberta-base,4,4.0
NCT02273843,DRUG,interleukin,clinicalbert,3,3.0
NCT04383743,DRUG,methotrexate,bert-base-uncased,5,5.0
NCT04383743,DRUG,methotrexate,roberta-base,5,5.0
NCT04383743,DRUG,methotrexate,clinicalbert,5,5.0
NCT04383743,DRUG,pembrolizumab,bert-base-uncased,6,6.0
NCT04383743,DRUG,pembrolizumab,roberta-base,6,6.0
NCT04383743,DRUG,pembrolizumab,clinicalbert,6,6.0
NCT04383743,DRUG,immunotherapy,bert-base-uncased,5,5.0
NCT04383743,DRUG,immunotherapy,roberta-base,3,3.0
NCT04383743,DRUG,immunotherapy,clinicalbert,5,5.0
NCT04383743,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT04383743,DRUG,chemotherapy,roberta-base,3,3.0
NCT04383743,DRUG,chemotherapy,clinicalbert,4,4.0
NCT03441555,DRUG,venetoclax,bert-base-uncased,5,5.0
NCT03441555,DRUG,venetoclax,roberta-base,4,4.0
NCT03441555,DRUG,venetoclax,clinicalbert,4,4.0
NCT03441555,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT03441555,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT03441555,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT03441555,DRUG,dose-escalation,bert-base-uncased,5,5.0
NCT03441555,DRUG,dose-escalation,roberta-base,4,4.0
NCT03441555,DRUG,dose-escalation,clinicalbert,4,4.0
NCT07054255,DRUG,bioequivalence,bert-base-uncased,5,5.0
NCT07054255,DRUG,bioequivalence,roberta-base,5,5.0
NCT07054255,DRUG,bioequivalence,clinicalbert,4,4.0
NCT05915026,DRUG,adverse event,bert-base-uncased,2,1.0
NCT05915026,DRUG,adverse event,roberta-base,3,1.5
NCT05915026,DRUG,adverse event,clinicalbert,3,1.5
NCT05915026,DRUG,intravenous,bert-base-uncased,3,3.0
NCT05915026,DRUG,intravenous,roberta-base,4,4.0
NCT05915026,DRUG,intravenous,clinicalbert,3,3.0
NCT01491035,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01491035,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01491035,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00401635,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00401635,DRUG,chemotherapy,roberta-base,3,3.0
NCT00401635,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00467376,DRUG,hypoglycemia,bert-base-uncased,6,6.0
NCT00467376,DRUG,hypoglycemia,roberta-base,4,4.0
NCT00467376,DRUG,hypoglycemia,clinicalbert,5,5.0
NCT00467376,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT00467376,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT00467376,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT00001317,DRUG,interferon,bert-base-uncased,3,3.0
NCT00001317,DRUG,interferon,roberta-base,3,3.0
NCT00001317,DRUG,interferon,clinicalbert,3,3.0
NCT00001317,DRUG,subcutaneous,bert-base-uncased,3,3.0
NCT00001317,DRUG,subcutaneous,roberta-base,3,3.0
NCT00001317,DRUG,subcutaneous,clinicalbert,4,4.0
NCT03276689,DRUG,neuropathy,bert-base-uncased,3,3.0
NCT03276689,DRUG,neuropathy,roberta-base,3,3.0
NCT03276689,DRUG,neuropathy,clinicalbert,3,3.0
NCT02003391,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT02003391,DRUG,monotherapy,roberta-base,2,2.0
NCT02003391,DRUG,monotherapy,clinicalbert,4,4.0
NCT02216890,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02216890,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02216890,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT01755390,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT01755390,DRUG,bioavailability,roberta-base,3,3.0
NCT01755390,DRUG,bioavailability,clinicalbert,4,4.0
NCT01755390,DRUG,intravenous,bert-base-uncased,3,3.0
NCT01755390,DRUG,intravenous,roberta-base,4,4.0
NCT01755390,DRUG,intravenous,clinicalbert,3,3.0
NCT04552197,DRUG,pharmacodynamics,bert-base-uncased,6,6.0
NCT04552197,DRUG,pharmacodynamics,roberta-base,3,3.0
NCT04552197,DRUG,pharmacodynamics,clinicalbert,6,6.0
NCT00237913,DRUG,quetiapine,bert-base-uncased,3,3.0
NCT00237913,DRUG,quetiapine,roberta-base,4,4.0
NCT00237913,DRUG,quetiapine,clinicalbert,3,3.0
NCT00237913,DRUG,aripiprazole,bert-base-uncased,5,5.0
NCT00237913,DRUG,aripiprazole,roberta-base,5,5.0
NCT00237913,DRUG,aripiprazole,clinicalbert,5,5.0
NCT00237913,DRUG,olanzapine,bert-base-uncased,3,3.0
NCT00237913,DRUG,olanzapine,roberta-base,4,4.0
NCT00237913,DRUG,olanzapine,clinicalbert,3,3.0
NCT00237913,DRUG,risperidone,bert-base-uncased,4,4.0
NCT00237913,DRUG,risperidone,roberta-base,4,4.0
NCT00237913,DRUG,risperidone,clinicalbert,4,4.0
NCT03173560,DRUG,everolimus,bert-base-uncased,3,3.0
NCT03173560,DRUG,everolimus,roberta-base,3,3.0
NCT03173560,DRUG,everolimus,clinicalbert,3,3.0
NCT00589420,DRUG,sorafenib,bert-base-uncased,4,4.0
NCT00589420,DRUG,sorafenib,roberta-base,5,5.0
NCT00589420,DRUG,sorafenib,clinicalbert,3,3.0
NCT00589420,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00589420,DRUG,chemotherapy,roberta-base,3,3.0
NCT00589420,DRUG,chemotherapy,clinicalbert,4,4.0
NCT03964259,DRUG,methotrexate,bert-base-uncased,5,5.0
NCT03964259,DRUG,methotrexate,roberta-base,5,5.0
NCT03964259,DRUG,methotrexate,clinicalbert,5,5.0
NCT03964259,DRUG,intravenous,bert-base-uncased,3,3.0
NCT03964259,DRUG,intravenous,roberta-base,4,4.0
NCT03964259,DRUG,intravenous,clinicalbert,3,3.0
NCT00525759,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00525759,DRUG,chemotherapy,roberta-base,3,3.0
NCT00525759,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00525759,DRUG,apoptosis,bert-base-uncased,3,3.0
NCT00525759,DRUG,apoptosis,roberta-base,3,3.0
NCT00525759,DRUG,apoptosis,clinicalbert,3,3.0
NCT00072059,BIOLOGICAL,non-small cell,bert-base-uncased,4,2.0
NCT00072059,BIOLOGICAL,non-small cell,roberta-base,4,2.0
NCT00072059,BIOLOGICAL,non-small cell,clinicalbert,4,2.0
NCT00675259,DRUG,bevacizumab,bert-base-uncased,5,5.0
NCT00675259,DRUG,bevacizumab,roberta-base,6,6.0
NCT00675259,DRUG,bevacizumab,clinicalbert,5,5.0
NCT00675259,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00675259,DRUG,chemotherapy,roberta-base,3,3.0
NCT00675259,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00257959,DRUG,tachycardia,bert-base-uncased,4,4.0
NCT00257959,DRUG,tachycardia,roberta-base,4,4.0
NCT00257959,DRUG,tachycardia,clinicalbert,4,4.0
NCT00226980,DRUG,thalidomide,bert-base-uncased,4,4.0
NCT00226980,DRUG,thalidomide,roberta-base,4,4.0
NCT00226980,DRUG,thalidomide,clinicalbert,3,3.0
NCT01787396,DRUG,metformin,bert-base-uncased,3,3.0
NCT01787396,DRUG,metformin,roberta-base,3,3.0
NCT01787396,DRUG,metformin,clinicalbert,3,3.0
NCT01787396,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT01787396,DRUG,monotherapy,roberta-base,2,2.0
NCT01787396,DRUG,monotherapy,clinicalbert,4,4.0
NCT01787396,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT01787396,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT01787396,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT04354896,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT04354896,DRUG,randomized controlled,roberta-base,3,1.5
NCT04354896,DRUG,randomized controlled,clinicalbert,3,1.5
NCT00400296,DRUG,intravenous,bert-base-uncased,3,3.0
NCT00400296,DRUG,intravenous,roberta-base,4,4.0
NCT00400296,DRUG,intravenous,clinicalbert,3,3.0
NCT04417088,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT04417088,DRUG,monotherapy,roberta-base,2,2.0
NCT04417088,DRUG,monotherapy,clinicalbert,4,4.0
NCT05126927,BIOLOGICAL,differentiation,bert-base-uncased,1,1.0
NCT05126927,BIOLOGICAL,differentiation,roberta-base,2,2.0
NCT05126927,BIOLOGICAL,differentiation,clinicalbert,2,2.0
NCT05126927,BIOLOGICAL,lymphocyte,bert-base-uncased,5,5.0
NCT05126927,BIOLOGICAL,lymphocyte,roberta-base,3,3.0
NCT05126927,BIOLOGICAL,lymphocyte,clinicalbert,5,5.0
NCT02253927,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT02253927,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT02253927,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT02253927,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT02253927,DRUG,bioavailability,roberta-base,3,3.0
NCT02253927,DRUG,bioavailability,clinicalbert,4,4.0
NCT01434342,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT01434342,DRUG,chemotherapy,roberta-base,3,3.0
NCT01434342,DRUG,chemotherapy,clinicalbert,4,4.0
NCT04265027,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT04265027,DRUG,bioavailability,roberta-base,3,3.0
NCT04265027,DRUG,bioavailability,clinicalbert,4,4.0
NCT04265027,DRUG,bioequivalence,bert-base-uncased,5,5.0
NCT04265027,DRUG,bioequivalence,roberta-base,5,5.0
NCT04265027,DRUG,bioequivalence,clinicalbert,4,4.0
NCT03493386,DRUG,bioequivalence,bert-base-uncased,5,5.0
NCT03493386,DRUG,bioequivalence,roberta-base,5,5.0
NCT03493386,DRUG,bioequivalence,clinicalbert,4,4.0
NCT00020176,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00020176,DRUG,chemotherapy,roberta-base,3,3.0
NCT00020176,DRUG,chemotherapy,clinicalbert,4,4.0
NCT02206425,DRUG,dexamethasone,bert-base-uncased,5,5.0
NCT02206425,DRUG,dexamethasone,roberta-base,6,6.0
